Data Ordine,Data Spedizione,Categoria,Sotto-Categoria,Vendite,Profitto,Regione,Provincia,Quantità
2025-07-20,2025-07-24,Forniture per ufficio,Scaffalature,945.14,283.2,Nord-Est,VR,2
2025-09-03,2025-09-10,Forniture per ufficio,Scaffalature,4489.45,1066.07,Nord-Est,BO,7
2025-10-05,2025-10-09,Arredamento,Sedie,889.0,149.59,Nord-Est,TN,1
2025-08-23,2025-08-30,Tecnologia,Macchine,2911.48,785.76,Centro,LI,3
2025-01-04,2025-01-05,Tecnologia,Macchine,2288.8,-119.02,Isole,SS,4
2025-06-03,2025-06-07,Forniture per ufficio,Materiale artistico,5071.36,1172.37,Centro,FI,8
2025-01-29,2025-01-31,Forniture per ufficio,Carta,1180.72,-79.68,Isole,CA,8
2025-04-19,2025-04-23,Tecnologia,Telefoni,1861.29,166.89,Nord-Est,VE,4
2025-04-08,2025-04-11,Forniture per ufficio,Materiale artistico,6566.27,1452.79,Sud,NA,7
2025-08-03,2025-08-09,Tecnologia,Macchine,137.37,24.73,Nord-Ovest,TO,1
2025-10-20,2025-10-25,Arredamento,Complementi d'arredo,6714.97,1903.71,Centro,RM,7
2025-03-16,2025-03-18,Arredamento,Tavoli,1815.19,140.91,Nord-Est,VR,5
2025-11-22,2025-11-25,Arredamento,Librerie,1549.49,-113.41,Nord-Ovest,MI,5
2025-05-26,2025-06-02,Tecnologia,Macchine,5358.41,593.17,Nord-Est,BO,8
2025-05-08,2025-05-14,Arredamento,Complementi d'arredo,2283.62,484.09,Nord-Est,BO,3
2025-12-07,2025-12-08,Forniture per ufficio,Scaffalature,3637.13,922.22,Isole,AG,5
2025-02-11,2025-02-13,Forniture per ufficio,Carta,4989.14,-10.6,Nord-Est,TN,5
2025-12-22,2025-12-27,Forniture per ufficio,Carta,2322.24,-67.99,Isole,SS,7
2025-02-10,2025-02-16,Forniture per ufficio,Carta,337.06,81.79,Isole,SS,1
2026-02-26,2026-03-05,Tecnologia,Macchine,5168.28,-356.64,Nord-Est,BO,9
2025-02-03,2025-02-08,Tecnologia,Telefoni,3981.89,264.51,Centro,LI,5
2025-01-17,2025-01-18,Tecnologia,Accessori,276.06,55.36,Nord-Est,VR,1
2025-06-14,2025-06-15,Tecnologia,Telefoni,5819.33,1730.37,Centro,RM,8
2025-06-02,2025-06-09,Arredamento,Librerie,1696.03,53.76,Centro,RM,2
2026-01-13,2026-01-15,Forniture per ufficio,Materiale artistico,129.11,-4.76,Isole,AG,2
2025-03-17,2025-03-24,Tecnologia,Fotocopiatrici,2319.77,582.5,Nord-Ovest,VA,5
2025-03-28,2025-04-01,Arredamento,Sedie,685.61,170.92,Nord-Est,VE,1
2025-04-27,2025-04-28,Arredamento,Complementi d'arredo,863.39,68.22,Centro,PG,1
2025-12-28,2026-01-03,Arredamento,Complementi d'arredo,6032.57,-238.02,Isole,CA,9
2025-12-08,2025-12-12,Tecnologia,Macchine,2423.36,328.87,Centro,LI,6
2025-01-27,2025-01-30,Forniture per ufficio,Scaffalature,271.02,-23.41,Isole,CA,7
2025-11-09,2025-11-14,Tecnologia,Telefoni,5868.48,-575.95,Nord-Est,VE,6
2025-10-14,2025-10-18,Tecnologia,Accessori,5366.95,923.08,Nord-Ovest,VA,6
2025-05-14,2025-05-19,Arredamento,Librerie,7435.28,531.63,Nord-Est,BO,8
2025-08-07,2025-08-14,Forniture per ufficio,Materiale artistico,398.96,108.14,Isole,TP,3
2025-06-17,2025-06-21,Forniture per ufficio,Scaffalature,2503.57,-44.72,Nord-Est,VR,9
2025-04-08,2025-04-15,Tecnologia,Fotocopiatrici,178.8,10.74,Isole,SS,2
2025-09-25,2025-09-28,Forniture per ufficio,Materiale artistico,475.43,94.92,Isole,CA,6
2025-08-25,2025-08-26,Tecnologia,Fotocopiatrici,351.91,71.37,Centro,FI,1
2025-11-05,2025-11-08,Tecnologia,Telefoni,2272.18,-37.41,Centro,FI,3
2026-01-29,2026-01-30,Tecnologia,Accessori,1854.61,356.58,Isole,TP,3
2025-06-22,2025-06-29,Arredamento,Complementi d'arredo,630.11,98.53,Centro,RM,5
2026-02-05,2026-02-06,Tecnologia,Fotocopiatrici,4675.93,287.27,Nord-Est,TN,9
2026-02-14,2026-02-19,Arredamento,Complementi d'arredo,3500.47,-52.63,Nord-Est,BO,6
2025-07-09,2025-07-15,Tecnologia,Accessori,2795.85,199.45,Centro,RM,3
2025-05-02,2025-05-05,Tecnologia,Accessori,173.8,11.67,Nord-Ovest,TO,2
2025-02-15,2025-02-19,Tecnologia,Fotocopiatrici,6144.76,-149.06,Nord-Ovest,GE,7
2025-03-05,2025-03-08,Forniture per ufficio,Materiale artistico,413.82,55.66,Nord-Ovest,MI,8
2025-05-10,2025-05-15,Arredamento,Librerie,1622.81,-127.32,Nord-Est,TN,2
2025-11-06,2025-11-07,Arredamento,Sedie,2791.33,25.71,Isole,SS,5
2025-12-29,2026-01-03,Forniture per ufficio,Scaffalature,5219.96,1278.48,Isole,SS,7
2025-07-12,2025-07-14,Arredamento,Sedie,747.88,122.47,Centro,FI,1
2025-11-03,2025-11-05,Arredamento,Tavoli,130.61,9.47,Sud,BA,1
2025-06-30,2025-07-04,Tecnologia,Macchine,448.86,128.95,Nord-Est,TN,1
2025-10-19,2025-10-24,Forniture per ufficio,Scaffalature,6283.7,-34.0,Sud,PA,7
2026-01-06,2026-01-13,Forniture per ufficio,Materiale artistico,1448.06,118.08,Centro,FI,4
2025-10-09,2025-10-13,Forniture per ufficio,Raccoglitori,4220.85,-39.77,Centro,PG,8
2025-01-29,2025-02-05,Tecnologia,Telefoni,3793.93,551.47,Centro,RM,8
2025-05-29,2025-06-02,Arredamento,Tavoli,131.77,5.15,Nord-Est,TN,1
2025-09-24,2025-09-26,Forniture per ufficio,Materiale artistico,623.2,-37.17,Nord-Est,VE,1
2025-10-23,2025-10-27,Forniture per ufficio,Carta,1124.52,91.38,Sud,BA,5
2025-01-11,2025-01-13,Arredamento,Tavoli,741.99,130.65,Nord-Ovest,VA,1
2025-06-13,2025-06-14,Arredamento,Librerie,3037.93,327.4,Centro,LI,9
2025-04-23,2025-04-30,Tecnologia,Accessori,2489.85,693.67,Nord-Est,VR,6
2025-07-06,2025-07-11,Forniture per ufficio,Materiale artistico,4548.9,552.05,Isole,AG,6
2025-10-22,2025-10-26,Forniture per ufficio,Carta,1212.35,127.73,Nord-Ovest,TO,3
2025-08-20,2025-08-22,Arredamento,Complementi d'arredo,3353.93,219.24,Sud,NA,6
2025-08-15,2025-08-18,Arredamento,Librerie,4352.34,453.1,Centro,RM,7
2025-11-06,2025-11-13,Tecnologia,Telefoni,5654.6,766.3,Nord-Ovest,TO,6
2025-04-08,2025-04-12,Forniture per ufficio,Materiale artistico,1534.89,263.7,Isole,TP,5
2025-02-24,2025-03-02,Arredamento,Sedie,434.92,-41.3,Isole,CA,5
2025-04-21,2025-04-22,Arredamento,Sedie,743.83,109.16,Nord-Est,BO,3
2025-06-01,2025-06-02,Forniture per ufficio,Carta,2594.12,250.81,Centro,PG,3
2025-09-03,2025-09-06,Forniture per ufficio,Carta,558.91,18.1,Nord-Est,BO,1
2026-02-10,2026-02-12,Tecnologia,Telefoni,6312.63,594.64,Nord-Est,VE,8
2025-03-10,2025-03-14,Arredamento,Complementi d'arredo,5603.72,1629.98,Nord-Ovest,MI,9
2025-11-08,2025-11-15,Arredamento,Tavoli,3105.49,805.23,Nord-Ovest,MI,4
2025-10-16,2025-10-18,Arredamento,Tavoli,503.39,121.94,Sud,BA,7
2025-09-07,2025-09-08,Arredamento,Sedie,420.09,-24.45,Sud,NA,8
2025-02-05,2025-02-07,Arredamento,Librerie,228.37,11.4,Nord-Ovest,GE,1
2025-08-27,2025-08-28,Forniture per ufficio,Materiale artistico,1969.53,245.1,Nord-Ovest,VA,6
2025-05-28,2025-05-30,Tecnologia,Fotocopiatrici,422.82,86.83,Sud,NA,1
2025-08-15,2025-08-18,Tecnologia,Macchine,58.6,2.65,Sud,NA,1
2025-09-01,2025-09-06,Forniture per ufficio,Raccoglitori,8382.66,1532.81,Nord-Est,VR,9
2025-12-03,2025-12-06,Tecnologia,Accessori,5004.61,1391.21,Nord-Ovest,GE,8
2025-12-31,2026-01-03,Tecnologia,Accessori,1718.0,28.74,Centro,LI,4
2025-07-20,2025-07-25,Forniture per ufficio,Carta,2352.52,600.27,Nord-Ovest,TO,6
2025-06-03,2025-06-08,Forniture per ufficio,Carta,2946.72,532.71,Isole,CA,3
2025-03-14,2025-03-18,Tecnologia,Accessori,1772.88,43.74,Centro,PG,8
2025-07-20,2025-07-27,Forniture per ufficio,Scaffalature,1782.02,55.56,Centro,FI,2
2025-10-23,2025-10-30,Arredamento,Sedie,4116.49,166.67,Nord-Est,TN,6
2025-01-17,2025-01-21,Forniture per ufficio,Carta,2156.31,-53.33,Isole,AG,5
2025-05-09,2025-05-12,Arredamento,Librerie,7759.7,-340.42,Nord-Est,VE,8
2025-08-05,2025-08-08,Tecnologia,Macchine,391.07,103.57,Sud,CZ,3
2025-03-02,2025-03-03,Arredamento,Sedie,219.17,-6.29,Nord-Ovest,VA,2
2025-04-14,2025-04-15,Tecnologia,Macchine,4083.88,887.39,Nord-Ovest,GE,8
2025-02-11,2025-02-18,Tecnologia,Telefoni,4244.75,1180.66,Nord-Ovest,VA,5
2025-01-25,2025-01-29,Tecnologia,Fotocopiatrici,172.8,37.32,Nord-Est,TN,1
2025-02-08,2025-02-14,Arredamento,Complementi d'arredo,6372.06,-61.62,Nord-Ovest,TO,7
2025-10-18,2025-10-24,Arredamento,Tavoli,1622.83,151.41,Nord-Est,BO,4
2025-05-11,2025-05-15,Forniture per ufficio,Raccoglitori,2402.69,73.5,Nord-Est,VR,9
2025-08-17,2025-08-18,Arredamento,Complementi d'arredo,1667.94,70.35,Sud,PA,2
2025-04-18,2025-04-25,Arredamento,Librerie,2043.38,98.09,Centro,RM,5
2025-06-21,2025-06-28,Arredamento,Complementi d'arredo,2881.57,319.62,Nord-Ovest,GE,4
2025-04-12,2025-04-13,Tecnologia,Fotocopiatrici,4596.66,440.47,Nord-Est,VR,9
2025-12-20,2025-12-26,Arredamento,Complementi d'arredo,3837.38,16.59,Nord-Ovest,MI,4
2025-01-12,2025-01-14,Forniture per ufficio,Scaffalature,6688.37,-325.43,Centro,RM,9
2025-10-02,2025-10-04,Arredamento,Complementi d'arredo,1094.87,123.88,Nord-Ovest,MI,2
2025-04-11,2025-04-12,Tecnologia,Telefoni,1997.45,-142.45,Centro,FI,2
2025-02-13,2025-02-15,Tecnologia,Accessori,6857.57,1110.73,Isole,TP,7
2025-11-01,2025-11-06,Tecnologia,Macchine,389.96,-38.79,Sud,BA,2
2025-01-17,2025-01-21,Forniture per ufficio,Materiale artistico,758.67,220.89,Nord-Ovest,MI,2
2025-11-26,2025-11-30,Arredamento,Sedie,5013.49,418.66,Nord-Ovest,VA,6
2025-02-26,2025-02-27,Arredamento,Librerie,7890.02,-634.19,Nord-Est,VR,8
2025-11-07,2025-11-10,Arredamento,Tavoli,3823.17,356.86,Nord-Ovest,GE,4
2025-10-30,2025-11-05,Forniture per ufficio,Carta,3659.92,-26.4,Isole,SS,4
2025-01-12,2025-01-13,Arredamento,Tavoli,3505.33,81.88,Sud,NA,5
2025-11-14,2025-11-16,Forniture per ufficio,Materiale artistico,629.03,-25.24,Sud,NA,2
2025-03-21,2025-03-27,Forniture per ufficio,Raccoglitori,2911.99,788.1,Nord-Est,VR,3
2025-08-04,2025-08-07,Tecnologia,Macchine,1819.39,-23.53,Centro,FI,7
2025-12-05,2025-12-07,Tecnologia,Fotocopiatrici,1859.42,-28.14,Sud,CZ,4
2025-09-21,2025-09-28,Arredamento,Sedie,1665.38,100.55,Nord-Est,VE,3
2025-05-29,2025-06-03,Tecnologia,Fotocopiatrici,2375.46,-222.61,Nord-Est,BO,6
2025-03-22,2025-03-24,Tecnologia,Macchine,5311.3,156.0,Nord-Est,BO,9
2025-08-03,2025-08-08,Forniture per ufficio,Carta,741.51,220.13,Nord-Est,VR,8
2026-01-09,2026-01-15,Arredamento,Sedie,2239.56,374.08,Sud,PA,7
2025-07-17,2025-07-22,Forniture per ufficio,Carta,1304.51,320.37,Centro,RM,6
2025-07-19,2025-07-25,Tecnologia,Accessori,1866.02,551.47,Isole,CA,5
2025-01-25,2025-01-31,Tecnologia,Telefoni,4484.46,1149.09,Nord-Est,VE,7
2025-03-30,2025-04-05,Arredamento,Librerie,1435.61,382.16,Centro,PG,5
2025-09-25,2025-10-01,Tecnologia,Fotocopiatrici,2409.75,679.21,Isole,TP,7
2025-05-23,2025-05-29,Arredamento,Tavoli,2354.29,387.77,Centro,LI,4
2025-02-28,2025-03-02,Tecnologia,Telefoni,4705.14,690.22,Sud,CZ,7
2026-02-14,2026-02-20,Forniture per ufficio,Carta,3431.38,539.32,Nord-Est,VE,5
2025-12-31,2026-01-02,Tecnologia,Macchine,1518.09,250.44,Sud,NA,5
2025-01-26,2025-02-01,Tecnologia,Accessori,3223.22,813.96,Nord-Est,BO,5
2025-02-16,2025-02-21,Forniture per ufficio,Scaffalature,4792.33,1250.21,Nord-Est,VR,7
2025-10-15,2025-10-22,Forniture per ufficio,Materiale artistico,4513.02,-215.07,Nord-Est,VR,5
2025-09-23,2025-09-29,Forniture per ufficio,Raccoglitori,1020.23,-52.34,Centro,RM,8
2025-01-16,2025-01-19,Tecnologia,Telefoni,3200.71,-190.66,Nord-Ovest,GE,8
2025-07-18,2025-07-24,Arredamento,Complementi d'arredo,3635.03,-258.97,Nord-Ovest,GE,4
2026-02-05,2026-02-11,Arredamento,Complementi d'arredo,3998.81,225.33,Centro,LI,8
2026-02-11,2026-02-16,Tecnologia,Accessori,101.66,18.11,Nord-Est,VR,2
2025-10-09,2025-10-13,Tecnologia,Macchine,3827.14,498.68,Sud,NA,8
2025-03-27,2025-04-01,Forniture per ufficio,Raccoglitori,897.61,221.25,Centro,RM,1
2025-09-07,2025-09-10,Tecnologia,Fotocopiatrici,5947.34,1085.09,Centro,LI,8
2026-01-26,2026-01-30,Arredamento,Sedie,862.81,131.29,Nord-Ovest,VA,5
2025-09-27,2025-09-28,Forniture per ufficio,Carta,1741.36,41.63,Nord-Ovest,VA,8
2025-12-01,2025-12-02,Forniture per ufficio,Scaffalature,607.31,-41.58,Nord-Ovest,TO,1
2025-04-27,2025-04-30,Tecnologia,Macchine,2188.66,410.41,Nord-Est,BO,4
2025-01-07,2025-01-12,Forniture per ufficio,Carta,3389.28,673.0,Nord-Ovest,MI,8
2025-05-17,2025-05-19,Forniture per ufficio,Carta,1401.64,-110.99,Nord-Est,TN,8
2026-01-06,2026-01-09,Arredamento,Librerie,439.98,78.03,Isole,AG,2
2025-06-25,2025-07-02,Forniture per ufficio,Materiale artistico,2095.78,171.9,Sud,NA,7
2025-11-24,2025-11-28,Tecnologia,Accessori,2777.2,283.56,Centro,LI,3
2025-11-11,2025-11-15,Tecnologia,Macchine,1833.68,307.25,Nord-Est,BO,3
2025-08-03,2025-08-09,Tecnologia,Telefoni,176.12,16.48,Sud,BA,1
2025-03-23,2025-03-24,Tecnologia,Telefoni,2354.44,577.59,Nord-Est,TN,6
2025-08-11,2025-08-15,Forniture per ufficio,Materiale artistico,6144.34,1217.73,Centro,FI,8
2026-01-07,2026-01-10,Forniture per ufficio,Carta,6229.69,6.1,Isole,TP,7
2026-02-27,2026-03-03,Arredamento,Complementi d'arredo,729.18,215.05,Centro,FI,3
2026-02-06,2026-02-09,Arredamento,Sedie,2390.79,-105.44,Nord-Est,TN,9
2025-04-13,2025-04-15,Forniture per ufficio,Materiale artistico,1138.81,228.7,Centro,PG,9
2025-09-30,2025-10-06,Arredamento,Tavoli,973.6,-77.89,Nord-Est,BO,2
2025-01-14,2025-01-15,Forniture per ufficio,Materiale artistico,782.66,-55.63,Nord-Est,BO,6
2025-06-08,2025-06-12,Arredamento,Complementi d'arredo,5586.78,-173.3,Nord-Est,TN,9
2025-06-01,2025-06-04,Arredamento,Sedie,415.27,-4.77,Centro,RM,3
2025-04-18,2025-04-23,Forniture per ufficio,Carta,1705.27,296.67,Centro,LI,3
2025-07-07,2025-07-08,Arredamento,Librerie,745.17,100.94,Nord-Est,TN,3
2025-10-28,2025-10-30,Tecnologia,Telefoni,393.63,49.34,Centro,PG,8
2025-04-08,2025-04-11,Arredamento,Tavoli,903.0,25.86,Nord-Ovest,MI,8
2025-05-11,2025-05-18,Arredamento,Librerie,189.74,-14.84,Nord-Ovest,GE,1
2025-10-20,2025-10-27,Arredamento,Complementi d'arredo,2705.75,451.71,Nord-Ovest,MI,4
2025-06-20,2025-06-26,Forniture per ufficio,Materiale artistico,2512.59,170.73,Nord-Ovest,MI,4
2026-02-28,2026-03-06,Arredamento,Complementi d'arredo,7801.57,27.31,Sud,CZ,8
2025-07-02,2025-07-04,Tecnologia,Telefoni,4164.0,604.68,Nord-Est,BO,7
2025-12-30,2026-01-01,Forniture per ufficio,Carta,428.87,82.79,Centro,RM,2
2025-02-08,2025-02-14,Forniture per ufficio,Scaffalature,5396.02,-245.68,Isole,AG,6
2025-01-15,2025-01-19,Arredamento,Sedie,55.53,16.3,Nord-Ovest,GE,1
2026-01-11,2026-01-15,Tecnologia,Accessori,5864.36,-205.35,Sud,BA,6
2025-01-04,2025-01-07,Forniture per ufficio,Raccoglitori,2264.97,23.11,Nord-Ovest,MI,3
2025-12-15,2025-12-20,Tecnologia,Fotocopiatrici,3978.82,355.46,Sud,PA,9
2026-02-13,2026-02-16,Forniture per ufficio,Raccoglitori,4970.69,-25.69,Nord-Est,TN,6
2026-02-01,2026-02-06,Forniture per ufficio,Scaffalature,1508.03,206.59,Centro,FI,5
2025-07-29,2025-07-31,Tecnologia,Macchine,4979.64,-142.2,Nord-Ovest,MI,5
2025-06-10,2025-06-11,Forniture per ufficio,Scaffalature,3134.58,-129.34,Sud,NA,6
2025-01-16,2025-01-19,Tecnologia,Macchine,3429.82,1027.59,Nord-Ovest,TO,4
2026-03-02,2026-03-05,Forniture per ufficio,Carta,3650.68,-218.46,Nord-Est,TN,6
2025-04-18,2025-04-23,Arredamento,Librerie,2653.96,710.04,Isole,TP,4
2026-01-17,2026-01-19,Forniture per ufficio,Scaffalature,580.21,47.58,Centro,RM,1
2025-11-07,2025-11-09,Tecnologia,Fotocopiatrici,170.77,15.61,Nord-Ovest,MI,1
2025-08-15,2025-08-22,Forniture per ufficio,Raccoglitori,6155.18,683.26,Centro,PG,7
2025-06-19,2025-06-24,Tecnologia,Accessori,233.13,7.86,Centro,FI,1
2025-02-03,2025-02-05,Arredamento,Sedie,6848.4,410.79,Nord-Est,BO,8
2026-02-18,2026-02-24,Arredamento,Librerie,3058.97,-230.29,Isole,TP,7
2025-09-08,2025-09-12,Arredamento,Sedie,3153.96,525.2,Nord-Ovest,TO,5
2025-09-04,2025-09-11,Tecnologia,Accessori,2046.19,504.68,Nord-Est,TN,4
2025-09-26,2025-10-02,Tecnologia,Macchine,102.27,3.66,Nord-Ovest,TO,1
2025-05-21,2025-05-22,Tecnologia,Accessori,527.3,-17.43,Centro,RM,1
2025-10-01,2025-10-04,Forniture per ufficio,Materiale artistico,873.98,217.4,Sud,PA,2
2026-02-20,2026-02-27,Tecnologia,Fotocopiatrici,4442.85,38.18,Sud,BA,5
2025-04-06,2025-04-07,Tecnologia,Accessori,4230.15,548.96,Nord-Ovest,VA,7
2025-08-15,2025-08-18,Arredamento,Tavoli,8966.02,-478.63,Sud,NA,9
2026-01-14,2026-01-18,Forniture per ufficio,Carta,1624.58,449.66,Centro,PG,3
2025-02-08,2025-02-10,Arredamento,Librerie,2189.31,603.79,Isole,SS,5
2025-10-29,2025-11-04,Tecnologia,Macchine,94.85,-4.73,Sud,BA,3
2025-01-29,2025-02-03,Arredamento,Sedie,2276.25,338.45,Sud,BA,6
2025-11-14,2025-11-20,Forniture per ufficio,Materiale artistico,6119.57,-567.04,Isole,SS,9
2025-09-02,2025-09-06,Forniture per ufficio,Materiale artistico,1612.05,-21.97,Sud,NA,3
2025-08-24,2025-08-25,Arredamento,Complementi d'arredo,202.78,-10.64,Centro,RM,4
2025-07-04,2025-07-09,Arredamento,Librerie,5851.01,748.27,Nord-Est,BO,8
2025-09-29,2025-10-01,Forniture per ufficio,Raccoglitori,1077.37,-81.55,Isole,AG,5
2025-08-24,2025-08-28,Tecnologia,Fotocopiatrici,1770.08,179.32,Centro,FI,7
2025-08-27,2025-09-01,Forniture per ufficio,Raccoglitori,1065.82,163.14,Sud,NA,6
2026-01-12,2026-01-16,Tecnologia,Telefoni,335.86,26.02,Nord-Est,BO,4
2025-09-23,2025-09-27,Forniture per ufficio,Raccoglitori,1222.13,29.66,Sud,BA,9
2026-02-18,2026-02-20,Tecnologia,Accessori,2766.43,757.9,Centro,FI,3
2026-02-13,2026-02-20,Tecnologia,Macchine,1516.51,-125.44,Nord-Est,TN,4
2025-12-25,2025-12-28,Tecnologia,Macchine,3262.99,-73.19,Nord-Est,BO,4
2025-12-06,2025-12-11,Forniture per ufficio,Carta,1599.46,-43.99,Centro,PG,9
2026-01-24,2026-01-26,Tecnologia,Macchine,1705.75,-145.91,Isole,TP,4
2025-03-06,2025-03-10,Arredamento,Sedie,2555.95,743.46,Centro,PG,6
2025-06-26,2025-06-28,Forniture per ufficio,Scaffalature,4772.93,570.73,Nord-Est,VR,7
2025-01-03,2025-01-10,Forniture per ufficio,Scaffalature,260.61,44.8,Sud,BA,2
2025-05-22,2025-05-25,Arredamento,Sedie,4763.26,547.46,Nord-Ovest,MI,7
2026-01-11,2026-01-17,Forniture per ufficio,Materiale artistico,3866.95,1122.73,Nord-Ovest,VA,7
2025-06-07,2025-06-12,Forniture per ufficio,Materiale artistico,193.53,24.04,Isole,AG,1
2025-11-20,2025-11-23,Forniture per ufficio,Materiale artistico,7990.94,1052.31,Isole,SS,8
2025-05-26,2025-05-27,Forniture per ufficio,Scaffalature,1828.21,239.43,Sud,CZ,7
2025-10-20,2025-10-25,Forniture per ufficio,Materiale artistico,2853.25,827.07,Nord-Est,BO,4
2025-06-02,2025-06-05,Arredamento,Tavoli,5447.62,334.99,Centro,PG,8
2025-07-12,2025-07-16,Arredamento,Sedie,1903.08,285.76,Nord-Est,TN,2
2025-03-14,2025-03-19,Forniture per ufficio,Carta,7564.78,69.36,Nord-Est,BO,8
2026-02-03,2026-02-08,Tecnologia,Accessori,351.12,71.36,Sud,BA,3
2025-11-01,2025-11-03,Forniture per ufficio,Raccoglitori,745.77,-42.87,Sud,BA,4
2026-01-12,2026-01-16,Arredamento,Sedie,7822.73,-619.28,Nord-Est,VE,8
2025-12-10,2025-12-11,Arredamento,Complementi d'arredo,867.41,181.9,Nord-Est,VR,4
2025-05-20,2025-05-26,Arredamento,Tavoli,5465.16,1572.94,Nord-Ovest,GE,6
2025-07-06,2025-07-13,Arredamento,Sedie,318.04,29.17,Nord-Ovest,TO,3
2025-10-20,2025-10-23,Forniture per ufficio,Raccoglitori,2646.86,460.4,Sud,NA,4
2025-03-02,2025-03-04,Tecnologia,Fotocopiatrici,1826.4,183.78,Nord-Est,BO,2
2026-01-15,2026-01-18,Forniture per ufficio,Scaffalature,812.72,219.4,Sud,BA,2
2025-07-17,2025-07-18,Arredamento,Tavoli,847.44,136.88,Nord-Est,TN,2
2025-10-22,2025-10-23,Forniture per ufficio,Materiale artistico,7631.89,97.16,Isole,TP,8
2025-11-15,2025-11-20,Tecnologia,Macchine,2928.82,813.43,Centro,PG,4
2025-10-29,2025-11-05,Arredamento,Complementi d'arredo,192.98,-19.15,Nord-Ovest,VA,3
2025-12-10,2025-12-11,Tecnologia,Accessori,961.65,107.79,Nord-Est,VR,2
2025-01-11,2025-01-14,Forniture per ufficio,Materiale artistico,3607.46,423.5,Sud,NA,6
2025-03-03,2025-03-07,Forniture per ufficio,Raccoglitori,1140.8,202.06,Isole,AG,2
2025-11-29,2025-12-03,Forniture per ufficio,Scaffalature,2194.01,474.15,Centro,RM,3
2025-08-14,2025-08-19,Arredamento,Complementi d'arredo,1687.18,479.9,Isole,TP,3
2025-06-02,2025-06-08,Forniture per ufficio,Carta,1627.22,165.44,Nord-Ovest,MI,8
2025-07-18,2025-07-21,Arredamento,Tavoli,5920.54,428.79,Nord-Ovest,GE,6
2025-02-21,2025-02-24,Tecnologia,Telefoni,596.37,15.87,Sud,NA,6
2025-09-17,2025-09-18,Tecnologia,Accessori,606.55,-59.49,Nord-Ovest,GE,3
2025-02-28,2025-03-07,Arredamento,Complementi d'arredo,3857.23,-46.66,Nord-Ovest,GE,7
2025-03-13,2025-03-16,Tecnologia,Fotocopiatrici,7627.81,1164.17,Isole,AG,9
2025-05-28,2025-05-30,Forniture per ufficio,Carta,860.46,237.71,Nord-Est,VR,4
2025-12-15,2025-12-21,Tecnologia,Telefoni,1089.62,270.59,Sud,NA,8
2025-03-04,2025-03-05,Arredamento,Complementi d'arredo,2315.87,0.47,Centro,RM,4
2025-11-06,2025-11-08,Forniture per ufficio,Scaffalature,2218.5,512.43,Sud,BA,5
2026-01-08,2026-01-13,Arredamento,Librerie,5229.4,45.87,Nord-Est,VR,8
2025-08-31,2025-09-04,Forniture per ufficio,Materiale artistico,89.31,3.16,Nord-Ovest,MI,3
2026-01-01,2026-01-06,Forniture per ufficio,Materiale artistico,2445.5,-78.47,Isole,TP,7
2025-11-26,2025-11-30,Arredamento,Tavoli,1317.05,390.42,Centro,PG,4
2025-04-17,2025-04-22,Tecnologia,Fotocopiatrici,1682.59,-104.43,Nord-Est,VR,6
2025-08-14,2025-08-17,Forniture per ufficio,Carta,3408.66,-75.49,Sud,NA,8
2025-11-09,2025-11-11,Forniture per ufficio,Raccoglitori,5757.14,-526.34,Sud,PA,6
2025-08-06,2025-08-10,Arredamento,Tavoli,680.57,-21.11,Sud,BA,2
2026-03-01,2026-03-02,Tecnologia,Accessori,1394.2,95.55,Centro,PG,2
2025-08-29,2025-08-31,Arredamento,Tavoli,5658.33,-33.21,Centro,RM,9
2025-09-16,2025-09-17,Forniture per ufficio,Raccoglitori,2257.63,175.76,Isole,AG,3
2026-01-11,2026-01-13,Tecnologia,Macchine,149.15,4.41,Centro,LI,7
2025-09-19,2025-09-21,Arredamento,Complementi d'arredo,5889.59,148.8,Nord-Ovest,GE,7
2025-01-05,2025-01-10,Forniture per ufficio,Raccoglitori,3274.21,766.64,Nord-Ovest,VA,6
2025-09-18,2025-09-22,Tecnologia,Accessori,949.97,-87.38,Sud,CZ,2
2025-02-23,2025-02-27,Arredamento,Sedie,1014.13,156.72,Sud,CZ,5
2025-02-16,2025-02-23,Forniture per ufficio,Carta,4410.35,1124.8,Centro,FI,9
2025-08-03,2025-08-05,Arredamento,Tavoli,8362.42,326.22,Nord-Ovest,GE,9
2025-06-26,2025-06-29,Forniture per ufficio,Scaffalature,5926.93,1380.41,Centro,PG,9
2025-01-09,2025-01-12,Tecnologia,Telefoni,199.75,51.42,Centro,LI,1
2025-04-09,2025-04-10,Arredamento,Complementi d'arredo,2216.55,516.77,Isole,CA,6
2025-01-20,2025-01-21,Forniture per ufficio,Materiale artistico,7875.94,1808.41,Nord-Ovest,MI,8
2026-01-13,2026-01-18,Arredamento,Librerie,442.1,44.51,Nord-Est,TN,1
2025-08-29,2025-08-31,Forniture per ufficio,Carta,3256.78,-299.18,Isole,TP,5
2025-03-02,2025-03-03,Arredamento,Tavoli,5566.46,760.06,Sud,NA,7
2026-01-14,2026-01-15,Forniture per ufficio,Scaffalature,769.78,21.02,Nord-Est,VE,2
2026-02-23,2026-03-01,Arredamento,Complementi d'arredo,135.33,20.47,Isole,AG,6
2025-06-27,2025-06-29,Tecnologia,Telefoni,74.43,10.99,Nord-Est,TN,2
